scientific_name,park_name,observations,category,common_names,conservation_status
Eriophyllum confertiflorum var. confertiflorum,Yosemite National Park,123,Vascular Plant,Golden-Yarrow,
Viola purpurea ssp. integrifolia,Bryce National Park,78,Vascular Plant,Goosefoot Violet,
Trillium flexipes,Great Smoky Mountains National Park,49,Vascular Plant,Jennison's White Trillium,
Styrax grandifolius,Great Smoky Mountains National Park,63,Vascular Plant,Bigleaf Snowbell,
Laburnum anagyroides,Bryce National Park,81,Vascular Plant,Laburnum,
Phleum pratense,Bryce National Park,84,Vascular Plant,"Common Timothy, Meadow Timothy",
Phleum pratense,Bryce National Park,84,Vascular Plant,"Common Timothy, Timothy",
Campsis radicans,Bryce National Park,123,Vascular Plant,Trumpet-Creeper,
Hydrocotyle sibthorpioides,Great Smoky Mountains National Park,121,Vascular Plant,"Lawn Penny-Wort, Lawn Water-Penny-Wort",
Thermopsis mollis var. mollis,Yosemite National Park,133,Vascular Plant,Softbush-Pea,
Calochortus nudus,Great Smoky Mountains National Park,93,Vascular Plant,Naked Mariposa Lily,
Picoides pubescens,Great Smoky Mountains National Park,55,Bird,Downy Woodpecker,Species of Concern
Gayophytum decipiens,Yellowstone National Park,224,Vascular Plant,Deceptive Groundsmoke,
Dendroica virens,Yellowstone National Park,253,Bird,Black-Throated Green Warbler,
Spiraea virginiana,Yellowstone National Park,114,Vascular Plant,Virginia Spiraea,Threatened
Archilochus alexandri,Yellowstone National Park,246,Bird,Black-Chinned Hummingbird,
Rhynchospora gracilenta,Yosemite National Park,160,Vascular Plant,Slender Beaksedge,
Carex hoodii,Yosemite National Park,177,Vascular Plant,"Hood Sedge, Hood's Sedge",
Vicia cracca,Yosemite National Park,130,Vascular Plant,"Bird Vetch, Cow Vetch, Tufted Vetch",
Carex cephalophora,Yosemite National Park,183,Vascular Plant,"Oval-Leaved Sedge, Sedge",
Corvus corax,Great Smoky Mountains National Park,58,Bird,Common Raven,
Valerianella radiata,Yosemite National Park,156,Vascular Plant,"Beaked Corn-Salad, Corn Salad",
Eumeces skiltonianus,Great Smoky Mountains National Park,55,Reptile,Western Skink,
Pycnanthemum virginianum,Great Smoky Mountains National Park,100,Vascular Plant,Virginia Mountainmint,
Cerastium glomeratum,Yosemite National Park,148,Vascular Plant,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",
Cerastium glomeratum,Yosemite National Park,148,Vascular Plant,Sticky Chickweed,
Lomatium torreyi,Yosemite National Park,135,Vascular Plant,Sierra Biscuitroot,
Mimulus inconspicuus,Yosemite National Park,124,Vascular Plant,Smallflower Monkeyflower,
Calycadenia mollis,Yosemite National Park,175,Vascular Plant,Soft Western Rosinweed,
Sagina saginoides,Bryce National Park,109,Vascular Plant,"Alpine Pearlwort, Arctic Pearlwort",
Corallorrhiza striata,Great Smoky Mountains National Park,69,Vascular Plant,"Hooded Coralroot, Striped Coralroot",
Plantago virginica,Yosemite National Park,133,Vascular Plant,"Pale-Seeded Plantain, Virginia Plantain",
Inula helenium,Yosemite National Park,171,Vascular Plant,Elecampane Inula,
Camissonia contorta,Great Smoky Mountains National Park,64,Vascular Plant,"Contorted Suncup, Plains Evening Primrose, Plains Eveningprimrose, Plains Evening-Primrose",
Lobelia puberula,Great Smoky Mountains National Park,101,Vascular Plant,Downy Lobelia,
Eriophyllum lanatum var. integrifolium,Yosemite National Park,117,Vascular Plant,"Common Woolly Sunflower, Wholeleaf Eriophyllum",
Melanerpes lewis,Great Smoky Mountains National Park,82,Bird,"Lewis' Woodpecker, Lewis's Woodpecker",
Melanerpes lewis,Great Smoky Mountains National Park,82,Bird,Lewis's Woodpecker,
Lilium canadense ssp. editorum,Bryce National Park,125,Vascular Plant,Canada Lily,
Lithospermum arvense,Bryce National Park,78,Vascular Plant,"Corn Gromwell, Puccoon",
Prunella vulgaris,Great Smoky Mountains National Park,75,Vascular Plant,"Heal-All, Self-Heal",
Prunella vulgaris,Great Smoky Mountains National Park,75,Vascular Plant,"Common Selfheal, Heal All, Healall, Selfheal",
Hydrophyllum capitatum var. capitatum,Bryce National Park,62,Vascular Plant,Ballhead Waterleaf,
Catostomus occidentalis,Bryce National Park,99,Fish,Sacramento Sucker,
Passer domesticus,Yosemite National Park,181,Bird,House Sparrow,
Fontinalis dalecarlica,Yosemite National Park,154,Nonvascular Plant,Fontinalis Moss,
Chenopodium simplex,Yellowstone National Park,246,Vascular Plant,"Giant-Seed Goosefoot, Mapleleaf Goosefoot",
Melica harfordii,Bryce National Park,119,Vascular Plant,Harford's Oniongrass,
Townsendia leptotes,Bryce National Park,83,Vascular Plant,"Common Townsend Daisy, Common Townsendia",
Sedum integrifolium,Yosemite National Park,135,Vascular Plant,Ledge Stonecrop,
Cerastium fontanum ssp. vulgare,Great Smoky Mountains National Park,38,Vascular Plant,Common Mouse-Ear Chickweed,
Cerastium fontanum ssp. vulgare,Great Smoky Mountains National Park,38,Vascular Plant,"Big Chickweed, Common Mouse-Ear Chickweed",
Trifolium haydenii,Yellowstone National Park,244,Vascular Plant,Hayden's Clover,
Pycnanthemum montanum,Yosemite National Park,152,Vascular Plant,"Mountain-Mint, Single-Haired Mountain-Mint",
Vaccinium scoparium,Yosemite National Park,156,Vascular Plant,"Grouse Whortleberry, Grouseberry, Littleleaf Huckleberry, Red Alpine Blueberry",
Ludwigia palustris,Bryce National Park,57,Vascular Plant,Water Purslane,
Ludwigia palustris,Bryce National Park,57,Vascular Plant,"Marsh Primrose-Willow, Marsh Seedbox",
Empidonax traillii,Yellowstone National Park,229,Bird,Willow Flycatcher,Species of Concern
Carex brevior,Bryce National Park,111,Vascular Plant,"Brevior Sedge, Fescue Sedge, Shortbeak Sedge",
Trillium pusillum var. pusillum,Yellowstone National Park,228,Vascular Plant,Dwarf Wakerobin,Species of Concern
Koeleria macrantha,Great Smoky Mountains National Park,83,Vascular Plant,"Junegrass, Prairie Junegrass",
Vireo cassinii,Yosemite National Park,155,Bird,Cassin's Vireo,
Mollugo verticillata,Yellowstone National Park,241,Vascular Plant,"Carpet-Weed, Green Carpet-Weed",
Mollugo verticillata,Yellowstone National Park,241,Vascular Plant,"Carpetweed, Carpet-Weed, Green Carpetweed, Green Carpet-Weed, Indian Chickweed",
Ribes lacustre,Bryce National Park,76,Vascular Plant,Prickly Currant,
Erigeron ochroleucus var. ochroleucus,Yellowstone National Park,243,Vascular Plant,Buff Fleabane,
Castilleja pallescens,Yosemite National Park,214,Vascular Plant,"Pale Indian Paintbrush, Pale Paintbrush",
Sylvilagus bachmani,Yosemite National Park,147,Mammal,Brush Rabbit,Species of Concern
Carex amplifolia,Yellowstone National Park,228,Vascular Plant,Bigleaf Sedge,
Carex petasata,Bryce National Park,82,Vascular Plant,"Liddon Sedge, Liddon's Sedge",
Eriogonum rosense,Bryce National Park,107,Vascular Plant,"Mount Rose Buckwheat, Rosy Buckwheat",
Rhododendron,Great Smoky Mountains National Park,85,Vascular Plant,"Azaleas, Rhododendron",
Astragalus cibarius,Great Smoky Mountains National Park,94,Vascular Plant,Browse Milkvetch,
Ranunculus repens,Yellowstone National Park,222,Vascular Plant,"Creeping Buttercup, Creeping Butter-Cup",
Ranunculus repens,Yellowstone National Park,222,Vascular Plant,Creeping Buttercup,
Eriogonum incanum,Great Smoky Mountains National Park,85,Vascular Plant,Frosted Buckwheat,
Veronica peregrina,Yellowstone National Park,236,Vascular Plant,Purslane Speedwell,
Bidens bipinnata,Great Smoky Mountains National Park,121,Vascular Plant,Spanish-Needles,
Centrocercus urophasianus,Yellowstone National Park,268,Bird,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",
Centrocercus urophasianus,Yellowstone National Park,268,Bird,Greater Sage-Grouse,
Phoxinus oreas,Yosemite National Park,143,Fish,Mountain Redbelly Dace,
Polygala alba,Bryce National Park,93,Vascular Plant,White Milkwort,
Viburnum acerifolium,Great Smoky Mountains National Park,97,Vascular Plant,"Maple-Leaf Viburnum, Maple-Leaved Viburnum",
Torilis nodosa,Great Smoky Mountains National Park,56,Vascular Plant,"Knotted Hedgeparsley, Knotted Hedge-Parsley",
Phlox ovata,Yellowstone National Park,236,Vascular Plant,Mountain Phlox,
Pseudotriton ruber nitidus,Yellowstone National Park,250,Amphibian,Blue Ridge Red Salamander,
Galium pedemontana,Bryce National Park,112,Vascular Plant,Narrow Bedstraw,
Eleocharis quadrangulata,Great Smoky Mountains National Park,110,Vascular Plant,Squarestem Spikerush,
Eleocharis bolanderi,Great Smoky Mountains National Park,76,Vascular Plant,Bolander's Spikerush,
Grayia spinosa,Yellowstone National Park,244,Vascular Plant,Spiny Hopsage,
Ranunculus testiculatus,Yellowstone National Park,256,Vascular Plant,"Bur Buttercup, Curveseed Butterwort, Little Bur, Testiculate Buttercup",
Cinna arundinacea,Yosemite National Park,158,Vascular Plant,"Reedgrass, Stout Wood Reed-Grass",
Plethodon serratus,Bryce National Park,61,Amphibian,Southern Red-Backed Salamander,
Juncus trifidus,Bryce National Park,73,Vascular Plant,Highland Rush,
Carex crebriflora,Great Smoky Mountains National Park,79,Vascular Plant,Coastalplain Sedge,
Potentilla ovina var. ovina,Bryce National Park,104,Vascular Plant,Sheep Cinquefoil,
Hesperostipa comata ssp. comata,Yosemite National Park,128,Vascular Plant,"Needle And Thread, Needleandthread",
Hackelia floribunda,Yellowstone National Park,238,Vascular Plant,"Manyflower Stickseed, Manyflowered Stickseed, Showy Stickseed",
Silene stellata,Yellowstone National Park,261,Vascular Plant,"Starry Campion, Starry Catchfly",
Lagopus leucura,Yosemite National Park,175,Bird,White-Tailed Ptarmigan,
Luzula acuminata var. acuminata,Yellowstone National Park,268,Vascular Plant,Wood-Rush,
Sericocarpus linifolius,Great Smoky Mountains National Park,66,Vascular Plant,Narrowleaf Whitetop Aster,
Plagiobothrys myosotoides,Bryce National Park,84,Vascular Plant,Forget-Me-Not Popcornflower,
Calamagrostis breweri,Great Smoky Mountains National Park,57,Vascular Plant,Shorthair Reedgrass,
Quercus chrysolepis,Bryce National Park,86,Vascular Plant,Canyon Live Oak,
Vermivora ruficapilla,Great Smoky Mountains National Park,59,Bird,Nashville Warbler,Species of Concern
Pycnanthemum muticum,Bryce National Park,90,Vascular Plant,"Blunt Mountainmint, Clustered Mountainmint",
Castilleja crista-galli,Great Smoky Mountains National Park,84,Vascular Plant,Mountainside Indian Paintbrush,
Portulaca oleracea,Yellowstone National Park,258,Vascular Plant,Common Purslane,
Portulaca oleracea,Yellowstone National Park,258,Vascular Plant,"Akulikuli-Kula, Common Purslane, Duckweed, Garden Purslane, Little Hogweed, Little-Hogweed, Purslane, Pursley, Wild Portulaca",
Digitaria ischaemum,Great Smoky Mountains National Park,71,Vascular Plant,Smooth Crabgrass,
Digitaria ischaemum,Great Smoky Mountains National Park,71,Vascular Plant,"Small Crabgrass, Smooth Crab Grass, Smooth Crabgrass",
Agrostis stolonifera,Great Smoky Mountains National Park,106,Vascular Plant,Creeping Bentgrass,
Agrostis stolonifera,Great Smoky Mountains National Park,106,Vascular Plant,"Carpet Bentgrass, Creeping Bent, Creeping Bentgrass, Redtop, Redtop Bent, Seaside Bentgrass, Spreading Bent",
Ranunculus sceleratus var. multifidus,Bryce National Park,93,Vascular Plant,"Blister Buttercup, Cursed Buttercup",
Bromus commutatus,Bryce National Park,106,Vascular Plant,"Common Brome Grass, Hairy Brome",
Eriophyllum lanatum var. integrifolium,Bryce National Park,105,Vascular Plant,"Common Woolly Sunflower, Wholeleaf Eriophyllum",
Falco sparverius,Yosemite National Park,126,Bird,American Kestrel,
Clethra acuminata,Great Smoky Mountains National Park,86,Vascular Plant,Mountain Pepper-Bush,
Iva xanthifolia,Yellowstone National Park,253,Vascular Plant,"Burweed Marshelder, Carelessweed, False Ragweed, Giant Marshelder, Giant Sumpweed, Horseweed, Marshelder, Rag Sumpweed",
Hieracium scabrum,Yellowstone National Park,245,Vascular Plant,Rough Hawkweed,
Scutellaria integrifolia,Bryce National Park,77,Vascular Plant,"Entire-Leaved Skullcap, Hyssop Skullcap",
Lolium perenne,Yellowstone National Park,281,Vascular Plant,Perennial Ryegrass,
Lolium perenne,Yellowstone National Park,281,Vascular Plant,"Italian Ryegrass, Perennial Rye Grass, Perennial Ryegrass",
Penstemon laevigatus,Bryce National Park,119,Vascular Plant,"Smooth Beardtongue, Smooth Beard-Tongue",
Eriogonum heracleoides var. heracleoides,Yosemite National Park,149,Vascular Plant,Parsnipflower Buckwheat,
Asplenium platyneuron,Yellowstone National Park,267,Vascular Plant,Ebony Spleenwort,
Youngia japonica,Great Smoky Mountains National Park,68,Vascular Plant,Oriental False Hawksbeard,
Hydrophyllum occidentale,Great Smoky Mountains National Park,82,Vascular Plant,"Squaw-Lettuce, Western Waterleaf",
Tytonidae,Yellowstone National Park,238,Bird,Barn-Owls,
Cynosurus cristatus,Yosemite National Park,153,Vascular Plant,Crested Dogstailgrass,
Contia tenuis,Bryce National Park,103,Reptile,Sharp-Tailed Snake,
Carex pyrenaica,Yellowstone National Park,232,Vascular Plant,Pyrenean Sedge,
Thalictrum revolutum,Great Smoky Mountains National Park,82,Vascular Plant,"Waxleaf Meadowrue, Waxyleaf Meadowrue",
Aesculus flava,Yellowstone National Park,212,Vascular Plant,Yellow Buckeye,
Iris verna var. smalliana,Yosemite National Park,154,Vascular Plant,Dwarf Violet Iris,
Juncus confusus,Great Smoky Mountains National Park,35,Vascular Plant,Colorado Rush,
Lonicera involucrata var. involucrata,Great Smoky Mountains National Park,73,Vascular Plant,Twinberry Honeysuckle,
Chenopodium glaucum var. salinum,Bryce National Park,92,Vascular Plant,Rocky Mountain Goosefoot,
Linaria dalmatica,Yellowstone National Park,274,Vascular Plant,"Dalmatian Toadflax, Dalmation Toadflax",
Arenaria interpres,Bryce National Park,94,Bird,Ruddy Turnstone,
Sinapis arvensis,Great Smoky Mountains National Park,85,Vascular Plant,"Charlock, Charlock Mustard, Corn Mustard, Corn-Mustard, Wild Mustard",
Cardamine parviflora var. arenicola,Great Smoky Mountains National Park,63,Vascular Plant,Sand Bittercress,
Krigia virginica,Yellowstone National Park,274,Vascular Plant,"Dwarf Dandelion, Virginia Dwarf Dandelion",
Sida hermaphrodita,Yellowstone National Park,261,Vascular Plant,Virginia Fanpetals,
Phacelia ramosissima var. subglabra,Great Smoky Mountains National Park,78,Vascular Plant,Branching Phacelia,
Microtus californicus,Great Smoky Mountains National Park,71,Mammal,California Meadow Mouse,
Mazus pumilus,Yosemite National Park,161,Vascular Plant,Mazus,
Diervilla sessilifolia,Yellowstone National Park,231,Vascular Plant,"Sessile-Leaved Bush-Honey-Suckle, Southern Bush-Honeysuckle",
Ceanothus velutinus var. velutinus,Yosemite National Park,177,Vascular Plant,Snowbrush Ceanothus,
Scirpus atrovirens,Bryce National Park,120,Vascular Plant,"Bulrush, Woolgrass Bulrush",
Juncus torreyi,Great Smoky Mountains National Park,73,Vascular Plant,"Torrey Rush, Torrey's Rush",
Brachyelytrum erectum,Great Smoky Mountains National Park,86,Vascular Plant,"Bearded Short-Husk, Common Shorthusk",
Parnassia palustris var. montanensis,Yosemite National Park,131,Vascular Plant,"Mountain Grass Of Parnassus, Northern Grass-Of-Parnassus",
Eriogonum nudum var. deductum,Yosemite National Park,150,Vascular Plant,Naked Buckwheat,
Gavia pacifica,Yellowstone National Park,275,Bird,"Pacific Diver, Pacific Loon",
Gavia pacifica,Yellowstone National Park,275,Bird,Pacific Loon,
Bartonia virginica,Yosemite National Park,133,Vascular Plant,"Bartonia, Yellow Screwstem",
Athyrium filix-femina ssp. asplenioides,Great Smoky Mountains National Park,73,Vascular Plant,Southern Lady Fern,
Raphanus raphanistrum,Yosemite National Park,143,Vascular Plant,Wild Radish,
Eleocharis tuberculosa,Yosemite National Park,145,Vascular Plant,Cone-Cup Spikerush,
Heterophyllium affine,Yosemite National Park,138,Nonvascular Plant,Heterophyllium Moss,
Lindernia dubia,Bryce National Park,98,Vascular Plant,"Moistbank Pimpernel, Yellow-Seed False-Pimpernel",
Lindernia dubia,Bryce National Park,98,Vascular Plant,"Moistbank Pimpernel, Shortstalk Lindernia, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
Dianthus armeria,Bryce National Park,81,Vascular Plant,"Deptford Pink, Deptford-Pink",
Dianthus armeria,Bryce National Park,81,Vascular Plant,Deptford Pink,
Arenaria interpres,Yellowstone National Park,216,Bird,Ruddy Turnstone,
Pellaea breweri,Bryce National Park,115,Vascular Plant,Brewer's Cliffbrake,
Cnicus benedictus,Yosemite National Park,108,Vascular Plant,"Blessed Thistle, Blessed-Thistle",
Suaeda calceoliformis,Yosemite National Park,136,Vascular Plant,"Paiuteweed, Pursh Seepweed, Western Seepweed",
Fraxinus dipetala,Yosemite National Park,106,Vascular Plant,"California Ash, Two-Petal Ash",
Aquilegia formosa,Yellowstone National Park,234,Vascular Plant,"Crimson Columbine, Western Columbine",
Cyanocitta cristata,Bryce National Park,97,Bird,Blue Jay,
Chaenactis glabriuscula var. megacephala,Yellowstone National Park,253,Vascular Plant,Yellow Pincushion,
Sidalcea malviflora ssp. asprella,Yellowstone National Park,232,Vascular Plant,Dwarf Checkerbloom,
Sambucus mexicana,Bryce National Park,127,Vascular Plant,Mexican Elder,
Chamerion latifolium,Yosemite National Park,151,Vascular Plant,Dwarf Fireweed,
Robinia hispida var. hispida,Yosemite National Park,145,Vascular Plant,Bristly Locust,
Pinus echinata,Yosemite National Park,174,Vascular Plant,Short-Leaf Pine,
Sporobolus clandestinus,Yellowstone National Park,296,Vascular Plant,Rough Dropseed,
Bos bison,Great Smoky Mountains National Park,77,Mammal,"American Bison, Bison",
Limosella aquatica,Bryce National Park,85,Vascular Plant,"Awlleaf Mudwort, Awl-Leaf Mudwort, Northern Mudwort, Water Mudwort",
Leucanthemum vulgare,Great Smoky Mountains National Park,83,Vascular Plant,Daisy,
Leucanthemum vulgare,Great Smoky Mountains National Park,83,Vascular Plant,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",
Carex pellita,Yosemite National Park,179,Vascular Plant,Woolly Sedge,
Astragalus whitneyi var. whitneyi,Yellowstone National Park,264,Vascular Plant,"Balloonpod Milkvetch, Whitney's Milkvetch",
Quercus garryana var. breweri,Yosemite National Park,183,Vascular Plant,Oregon White Oak,
Spiranthes vernalis,Great Smoky Mountains National Park,69,Vascular Plant,"Early Lady's Tresses, Grassleaf Ladies'-Tresses",
Carex amphibola var. turgida,Yellowstone National Park,252,Vascular Plant,Turgid Sedge,
Penstemon procerus,Yosemite National Park,121,Vascular Plant,"Littleflower Penstemon, Pincushion Beardtongue",
Collomia linearis,Bryce National Park,79,Vascular Plant,"Narrowleaf Mountaintrumpet, Narrow-Leaf Mountain-Trumpet, Slenderleaf Collomia, Tiny Trumpet",
Lycoris radiata,Bryce National Park,103,Vascular Plant,Magic Lily,
Senecio crassulus,Yellowstone National Park,287,Vascular Plant,"Meadow Groundsel, Thickleaf Groundsel, Thickleaf Ragwort",
Bryhnia novae-angliae,Bryce National Park,87,Nonvascular Plant,New England Bryhnia Moss,
Arabis laevigata var. laevigata,Yosemite National Park,134,Vascular Plant,Smooth Rockcress,
Polytrichum strictum,Great Smoky Mountains National Park,78,Nonvascular Plant,Polytrichum Moss,
Ovis canadensis sierrae,Bryce National Park,22,Mammal,Sierra Nevada Bighorn Sheep,Endangered
Senecio jacobaea,Great Smoky Mountains National Park,74,Vascular Plant,"Ragwort, Stinking Willie, Tansy Ragwort",
Setophaga americana,Yosemite National Park,161,Bird,Northern Parula,
Lewisia nevadensis,Yellowstone National Park,268,Vascular Plant,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia",
Solidago odora,Bryce National Park,72,Vascular Plant,"Fragrant Goldenrod, Sweet Goldenrod",
Claytonia megarhiza,Yellowstone National Park,245,Vascular Plant,Alpine Springbeauty,
Eriogonum lobbii var. lobbii,Yellowstone National Park,274,Vascular Plant,Lobb's Buckwheat,
Vicia cracca ssp. cracca,Yosemite National Park,110,Vascular Plant,Bird Vetch,
Minuartia stricta,Yosemite National Park,135,Vascular Plant,Bog Stitchwort,
Collomia grandiflora,Yellowstone National Park,238,Vascular Plant,"Grand Collomia, Largeflowered Collomia",
Eriogonum nudum var. nudum,Great Smoky Mountains National Park,73,Vascular Plant,Naked Buckwheat,
Calypogeja sphagnicola,Yellowstone National Park,218,Nonvascular Plant,Sphagnum Calypogeja,
Artemisia rothrockii,Yellowstone National Park,269,Vascular Plant,Timberline Sagebrush,
Malus pumila,Yellowstone National Park,275,Vascular Plant,"Apple, Common Apple",
Malus pumila,Yellowstone National Park,275,Vascular Plant,Paradise Apple,
Carex diandra,Great Smoky Mountains National Park,77,Vascular Plant,"Lesser Panicled Sedge, Lesser Tussock Sedge",
Aronia X prunifolia,Bryce National Park,100,Vascular Plant,Purple Chokeberry Hybrid,
Carex trichocarpa,Great Smoky Mountains National Park,105,Vascular Plant,Hairyfruit Sedge,
Fissidens bushii,Yellowstone National Park,234,Nonvascular Plant,Bush's Fissidens Moss,
Quercus alba,Great Smoky Mountains National Park,47,Vascular Plant,White Oak,
Desmognathus wrighti,Great Smoky Mountains National Park,85,Amphibian,Pigmy Salamander,Species of Concern
Eurybia divaricata,Yosemite National Park,144,Vascular Plant,White Wood Aster,
Streptopus amplexifolius,Yosemite National Park,164,Vascular Plant,"Clasping Twistedstalk, Claspleaf Twistedstalk, Twisted Stalk",
Epilobium torreyi,Great Smoky Mountains National Park,67,Vascular Plant,"Narrowleaf Willowweed, Torrey's Willowherb",
Carex austrocaroliniana,Great Smoky Mountains National Park,109,Vascular Plant,"A Sedge, South Carolina Sedge",
Valeriana edulis var. edulis,Bryce National Park,94,Vascular Plant,Tobacco Root,
Hydrophyllum virginianum var. atranthum,Great Smoky Mountains National Park,60,Vascular Plant,Virginia Waterleaf,
Bryum capillare,Yosemite National Park,142,Nonvascular Plant,Bryum Moss,
Mimulus moschatus,Yellowstone National Park,252,Vascular Plant,"Musk Monkeyflower, Muskflower",
Oxalis grandis,Bryce National Park,87,Vascular Plant,"Great Yellow Wood-Sorrel, Large Wood-Sorrel",
Tachycineta bicolor,Bryce National Park,101,Bird,Tree Swallow,Species of Concern
Sturnus vulgaris,Great Smoky Mountains National Park,68,Bird,European Starling,
Sturnus vulgaris,Great Smoky Mountains National Park,68,Bird,"Common Starling, European Starling",
Pomoxis nigromaculatus,Yosemite National Park,191,Fish,Black Crappie,
Leymus triticoides,Great Smoky Mountains National Park,94,Vascular Plant,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",
Eurhynchium pulchellum,Yellowstone National Park,259,Nonvascular Plant,Eurhynchium Moss,
Carex cristatella,Yosemite National Park,170,Vascular Plant,"Sedge, Small Crested Sedge",
Hirundo rustica,Great Smoky Mountains National Park,45,Bird,Barn Swallow,
Clasmatodon parvulus,Yellowstone National Park,254,Nonvascular Plant,Clasmatodon Moss,
Carex livida,Yosemite National Park,130,Vascular Plant,Livid Sedge,
Calcarius mccownii,Yosemite National Park,153,Bird,Mccown's Longspur,Species of Concern
Zenaida macroura,Yellowstone National Park,232,Bird,Mourning Dove,
Sonchus oleraceus,Yellowstone National Park,225,Vascular Plant,"Annual Sowthistle, Common Sowthistle, Common Sow-Thistle, Pualele, Sow Thistle, Sow-Thistle",
Madia elegans ssp. elegans,Bryce National Park,77,Vascular Plant,Common Madia,
Sisyrinchium mucronatum,Bryce National Park,93,Vascular Plant,"Blue-Eyed Grass, Michaux Blue-Eyed-Grass",
Cyperus flavescens,Yellowstone National Park,260,Vascular Plant,"Pale Flatsedge, Yellow Flatsedge",
Minuartia pusilla,Great Smoky Mountains National Park,107,Vascular Plant,"Annual Sandwort, Dwarf Sandwort",
Elaeagnus commutata,Yellowstone National Park,242,Vascular Plant,Silverberry,
Phaeoceros laevis ssp. carolinianus,Great Smoky Mountains National Park,52,Nonvascular Plant,Carolina Phaeoceros,
Asclepias tuberosa,Great Smoky Mountains National Park,84,Vascular Plant,"Butterfly-Weed, Butterfly Milkweed",
Carex virescens,Yellowstone National Park,244,Vascular Plant,"Ribbed Sedge, Sedge",
Tamias striatus,Yosemite National Park,148,Mammal,Eastern Chipmunk,
Calamagrostis cinnoides,Yellowstone National Park,257,Vascular Plant,"Nuttall's Small-Reedgrass, Reed-Bent Grass",
Uvularia sessilifolia,Yosemite National Park,144,Vascular Plant,"Sessile-Leaf Bellwort, Wild Oats",
Scleranthus annuus,Yosemite National Park,165,Vascular Plant,German Knotgrass,
Rhamnus ilicifolia,Yosemite National Park,146,Vascular Plant,Hollyleaf Redberry,
Woodsia oregana,Yosemite National Park,151,Vascular Plant,"Oregon Cliff Fern, Oregon Woodsia, Western Cliff Fern",
Lepus townsendii,Great Smoky Mountains National Park,80,Mammal,"White-Tailed Jack Rabbit, White-Tailed Jackrabbit",
Plethodon jordani,Bryce National Park,89,Amphibian,"Appalachian Salamander, Jordan's Salamander",
Weissia controversa,Yosemite National Park,141,Nonvascular Plant,Controverial Weissia Moss,
Rhytidiadelphus triquetrus,Yellowstone National Park,231,Nonvascular Plant,Rough Goose Neck Moss,
Collomia linearis,Great Smoky Mountains National Park,74,Vascular Plant,"Narrowleaf Mountaintrumpet, Narrow-Leaf Mountain-Trumpet, Slenderleaf Collomia, Tiny Trumpet",
Papaver dubium,Yellowstone National Park,243,Vascular Plant,Blindeyes,
Erysimum capitatum,Great Smoky Mountains National Park,75,Vascular Plant,"Coast Wallflower, Sand Dune Wallflower, Western Wallflower",
Amaranthus californicus,Bryce National Park,82,Vascular Plant,"California Amaranth, California Pigweed",
Carex communis var. communis,Bryce National Park,105,Vascular Plant,Fibrousroot Sedge,
Eremocarpus setigerus,Yosemite National Park,138,Vascular Plant,"Doveweed, Turkey Mullein",
Sporobolus indicus var. indicus,Yellowstone National Park,218,Vascular Plant,Smut Grass,
Hemitremia flammea,Yosemite National Park,149,Fish,Flame Chub,Species of Concern
Urtica urens,Yellowstone National Park,227,Vascular Plant,"Burning Nettle, Dwarf Nettle",
Asplenium trichomanes ssp. trichomanes,Yellowstone National Park,234,Vascular Plant,Maidenhair Spleenwort,
Solidago arguta var. arguta,Yosemite National Park,123,Vascular Plant,Atlantic Goldenrod,
Carex vallicola,Yosemite National Park,148,Vascular Plant,Valley Sedge,
Dicentra pauciflora,Bryce National Park,75,Vascular Plant,Shorthorn Steer's-Head,
Carex laeviculmis,Bryce National Park,107,Vascular Plant,Smoothstem Sedge,
Mimosa microphylla,Great Smoky Mountains National Park,85,Vascular Plant,"Littleleaf Sensitive-Briar, Sensitive Brier",
Actaea rubra,Great Smoky Mountains National Park,77,Vascular Plant,"Red Baneberry, Western Baneberry",
Polytrichum appalachianum,Yosemite National Park,154,Nonvascular Plant,Appalachian Polytrichum Moss,
Polygonatum biflorum var. biflorum,Yosemite National Park,140,Vascular Plant,"King Solomon's Seal, Smooth Solomon's Seal",
Quiscalus mexicanus,Yellowstone National Park,297,Bird,Great-Tailed Grackle,
Carex rupestris,Yellowstone National Park,275,Vascular Plant,"Curly Sedge, Rock Sedge",
Consolida ajacis,Yosemite National Park,91,Vascular Plant,Garden Larkspur,
Solanum dulcamara,Yellowstone National Park,277,Vascular Plant,"Bitter Nightshade, Bittersweet Nightshade, Blue Nightshade, Climbing Nightshade, European Bittersweet, Fellenwort, Woody Nightshade",
Staphylea bolanderi,Great Smoky Mountains National Park,73,Vascular Plant,Sierra Bladdernut,
Montia fontana,Yosemite National Park,146,Vascular Plant,"Annual Water Minerslettuce, Fountain Miner's Lettuce",
Poa annua,Yellowstone National Park,242,Vascular Plant,"Annual Blue Grass, Annual Bluegrass",
Poa annua,Yellowstone National Park,242,Vascular Plant,"Annual Blue Grass, Annual Bluegrass, Walkgrass",
